date;timestamp;TID;PID;loglevel;component;logmessage
04-21;20:11:37.898;638;2893;D;PackageWatchdog;Received supported packages []
04-21;20:11:37.898;638;2893;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:37.899;638;7847;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:37.899;638;7847;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:37.902;638;7847;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:37.981;638;7847;I;RescueParty;Starting to observe: [android], updated namespace: location
04-21;20:11:37.982;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:37.982;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:37.983;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:37.983;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:37.989;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:37.989;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:37.995;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:37.996;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:37.996;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:37.997;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:37.997;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:37.998;638;2893;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:37.999;638;2893;D;PackageWatchdog;Received supported packages []
04-21;20:11:37.999;638;2893;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:37.999;638;2893;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:37.999;638;2893;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:38.001;638;2893;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:38.072;638;7847;I;RescueParty;Starting to observe: [android], updated namespace: autofill
04-21;20:11:38.073;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:38.073;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:38.073;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:38.073;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:38.073;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:38.077;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:38.077;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:38.082;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:38.082;638;638;I;AutofillManagerService;Ignoring change on augmented_autofill_mode
04-21;20:11:38.083;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:38.083;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:38.083;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:38.083;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:38.086;638;2893;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:38.086;638;2893;D;PackageWatchdog;Received supported packages []
04-21;20:11:38.086;638;2893;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:38.086;638;2893;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:38.086;638;2893;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:38.088;638;2893;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:40.139;638;663;W;ProcessStats;Tracking association SourceState{6ce2fad com.google.android.tvrecommendations/10048 BTopFgs #172908} whose proc state 2 is better than process ProcessState{f5900c3 com.google.android.gms.persistent/10050 pkg=com.google.android.gms} proc state 3 (6991 skipped)
04-21;20:11:42.585;638;1069;W;ActivityManager;Unable to start service Intent { cmp=com.google.android.gms/.fido.fido2.pollux.CableAuthenticatorService } U=0: not found
04-21;20:11:42.617;638;1069;D;BiometricService;canAuthenticate: User=0, Caller=0, Authenticators=255
04-21;20:11:42.617;638;1069;D;BiometricService/PreAuthInfo;getCanAuthenticateInternal Modality: 0 AuthenticatorStatus: 2
04-21;20:11:42.617;638;1069;D;AuthService;canAuthenticate, userId: 0, callingUserId: 0, authenticators: 255, result: 12
04-21;20:11:44.799;638;5491;I;RescueParty;Starting to observe: [android], updated namespace: netd_native
04-21;20:11:44.800;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:44.801;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:44.801;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:44.801;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:44.801;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:44.806;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:44.806;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:44.813;638;638;I;ActivityManager;Killing 23694:com.alticelabs.meo.androidtv/u0a15 (adj 965): empty #17
04-21;20:11:44.819;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:44.820;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:44.820;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:44.820;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:44.820;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:44.824;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:44.824;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:44.824;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:44.825;638;2886;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:44.825;638;2886;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:44.832;638;2886;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:45.162;638;2886;I;RescueParty;Starting to observe: [android], updated namespace: connectivity
04-21;20:11:45.163;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:45.163;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:45.163;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:45.163;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:45.163;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:45.171;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.171;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.176;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:45.178;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:45.179;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:45.179;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.179;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:45.181;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:45.182;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:45.182;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:45.184;638;5491;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:45.184;638;5491;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:45.186;638;5491;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:45.251;638;2886;I;RescueParty;Starting to observe: [android, com.google.android.permissioncontroller], updated namespace: permissions
04-21;20:11:45.251;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:45.251;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android, com.google.android.permissioncontroller]
04-21;20:11:45.251;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:45.251;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:45.251;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:45.257;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.257;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.261;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:45.265;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:45.265;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:45.265;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.265;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:45.267;638;2886;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:45.268;638;2886;D;PackageWatchdog;Received supported packages []
04-21;20:11:45.268;638;2886;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:45.269;638;2886;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:45.269;638;2886;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:45.271;638;2886;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:45.306;638;2893;I;RescueParty;Starting to observe: [android], updated namespace: app_compat
04-21;20:11:45.307;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:45.307;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:45.307;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:45.307;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:45.307;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:45.312;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.312;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.315;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:45.318;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:45.318;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:45.319;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.319;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:45.321;638;2893;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:45.321;638;2893;D;PackageWatchdog;Received supported packages []
04-21;20:11:45.321;638;2893;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:45.322;638;2886;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:45.322;638;2886;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:45.324;638;2886;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:45.446;638;2886;I;RescueParty;Starting to observe: [android], updated namespace: content_capture
04-21;20:11:45.447;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:45.447;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:45.447;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:45.447;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:45.447;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:45.451;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.452;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.455;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:45.458;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:45.459;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:45.459;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.459;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:45.462;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:45.462;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:45.462;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:45.463;638;5491;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:45.463;638;5491;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:45.468;638;5491;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:45.593;638;2886;I;RescueParty;Starting to observe: [android], updated namespace: wifi
04-21;20:11:45.593;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:45.593;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:45.593;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:45.593;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:45.593;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:45.593;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.593;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.596;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:45.603;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.603;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.603;638;638;I;ExplicitHealthCheckController;Not binding to service, service already connecting
04-21;20:11:45.603;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:45.603;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:45.603;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.603;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:45.605;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:45.605;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:45.605;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:45.606;638;5491;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:45.606;638;5491;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:45.609;638;5491;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:45.763;638;2886;I;RescueParty;Starting to observe: [android], updated namespace: settings_stats
04-21;20:11:45.763;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:45.763;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:45.763;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:45.763;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:45.763;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:45.763;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.763;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.768;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:45.770;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.770;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.770;638;638;I;ExplicitHealthCheckController;Not binding to service, service already connecting
04-21;20:11:45.770;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:45.771;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:45.771;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.771;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:45.773;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:45.773;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:45.773;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:45.774;638;5491;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:45.774;638;5491;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:45.776;638;5491;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:45.982;638;5491;I;RescueParty;Starting to observe: [android], updated namespace: telephony
04-21;20:11:45.983;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:45.983;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:45.983;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:45.983;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:45.983;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:45.990;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.990;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:45.993;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:45.996;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:45.997;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:45.998;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:45.998;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:46.000;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:46.000;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:46.000;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:46.001;638;5491;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:46.001;638;5491;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:46.007;638;5491;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:46.116;638;5491;I;RescueParty;Starting to observe: [android], updated namespace: runtime_native
04-21;20:11:46.116;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:46.116;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:46.117;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:46.117;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:46.117;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:46.126;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.126;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:46.130;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:46.134;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:46.134;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:46.135;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.135;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:46.138;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:46.138;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:46.138;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:46.141;638;2886;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:46.141;638;2886;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:46.144;638;2886;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:46.523;638;2886;I;RescueParty;Starting to observe: [android], updated namespace: configuration
04-21;20:11:46.523;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:46.523;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android]
04-21;20:11:46.523;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:46.523;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:46.523;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:46.528;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.528;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:46.534;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:46.534;638;26101;E;SettingsToPropertiesMapper;adservices/disable_sdk_sandbox,adservices/enforce_broadcast_receiver_restrictions,adservices/fledge_ad_selection_enforce_foreground_status_custom_audience,adservices/fledge_custom_audience_max_count,adservices/fledge_custom_audience_max_num_ads,adservices/fledge_custom_audience_max_owner_count,adservices/fledge_custom_audience_per_app_max_count,adservices/fledge_js_isolate_enforce_max_heap_size,adservices/fledge_js_isolate_max_heap_size_bytes,adservices/sdk_request_permits_per_second,adservices/sdksandbox_customized_sdk_context_enabled,configuration/namespace_to_package_mapping,constrain_display_apis/always_constrain_display_apis,constrain_display_apis/never_constrain_display_apis,constrain_display_apis/never_constrain_display_apis_all_packages,device_policy_manager/disable_resources_updatability,flipendo/default_savings_mode_launch,flipendo/essential_apps,flipendo/flipendo_enabled_launch,flipendo/grayscale_enabled_launch,flipendo/lever_ble_scanning_enabled_launch,flipendo/lever_hotspot_enabled_launch,flipendo/lever_work_profile_enabled_launch,flipendo/resuspend_delay_minutes,namespace/key,namespace1/key1,namespace1/key2,namespace2/key1,namespace2/key2,package_manager_service/incfs_default_timeouts,package_manager_service/known_digesters_list,privacy/location_access_check_periodic_interval_millis,rollback/enable_rollback_timeout,rollback/watchdog_explicit_health_check_enabled,rollback/watchdog_request_timeout_millis,rollback/watchdog_trigger_failure_count,rollback/watchdog_trigger_failure_duration_millis,rollback_boot/rollback_lifetime_in_millis,systemui/nas_generate_actions,systemui/nas_generate_replies,systemui/nas_max_messages_to_extract,systemui/nas_max_suggestions,testspace/another,testspace/flagname,textclassifier/config_updater_model_enabled,textclassifier/key,textclassifier/key2,textclassifier/manifest_url_annotator_en,textclassifier/manifest_url_annotator_ru,textclassifier/model_download_backoff_delay_in_millis,textclassifier/model_download_manager_enabled,textclassifier/multi_language_support_enabled,textclassifier/testing_locale_list_override,textclassifier/textclassifier_service_package_override,window_manager/enable_default_rescind_bal_privileges_from_pending_intent_sender,wrong/nas_generate_replies, exceeds system property max length.
04-21;20:11:46.539;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:46.540;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:46.540;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.540;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:46.543;638;11842;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:46.543;638;11842;D;PackageWatchdog;Received supported packages []
04-21;20:11:46.543;638;11842;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:46.544;638;2886;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:46.544;638;2886;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:46.546;638;2886;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:46.774;638;11842;I;RescueParty;Starting to observe: [android, com.google.android.permissioncontroller, com.google.android.gms, com.google.android.gsf, com.android.providers.userdictionary, com.android.providers.media.module, com.android.systemui, com.android.bluetooth, com.android.providers.contacts], updated namespace: privacy
04-21;20:11:46.774;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:46.776;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [android, com.google.android.permissioncontroller, com.google.android.gms, com.google.android.gsf, com.android.providers.userdictionary, com.android.providers.media.module, com.android.systemui, com.android.bluetooth, com.android.providers.contacts]
04-21;20:11:46.776;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:46.776;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:46.776;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:46.789;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.789;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:46.800;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:46.800;638;638;I;ExplicitHealthCheckController;Explicit health check service is connected ComponentInfo{com.google.android.ext.services/android.ext.services.watchdog.ExplicitHealthCheckServiceImpl}
04-21;20:11:46.801;638;638;I;ExplicitHealthCheckController;Service initialized, syncing requests
04-21;20:11:46.801;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.801;638;638;D;ExplicitHealthCheckController;Getting health check supported packages
04-21;20:11:46.805;638;5491;I;ExplicitHealthCheckController;Explicit health check supported packages []
04-21;20:11:46.805;638;5491;D;PackageWatchdog;Received supported packages []
04-21;20:11:46.805;638;5491;D;ExplicitHealthCheckController;Getting health check requested packages
04-21;20:11:46.806;638;5491;I;ExplicitHealthCheckController;Explicit health check requested packages []
04-21;20:11:46.806;638;5491;I;ExplicitHealthCheckController;No more health check requests, unbinding...
04-21;20:11:46.810;638;5491;I;ExplicitHealthCheckController;Explicit health check service is unbound
04-21;20:11:46.949;638;11842;I;RescueParty;Starting to observe: [com.google.android.ext.services, android, com.android.systemui], updated namespace: systemui
04-21;20:11:46.949;638;662;I;PackageWatchdog;Syncing state, reason: observing new packages
04-21;20:11:46.949;638;662;D;PackageWatchdog;rescue-party-observer added the following packages to monitor [com.google.android.ext.services, android, com.android.systemui]
04-21;20:11:46.949;638;662;I;PackageWatchdog;Syncing state, reason: updated observers
04-21;20:11:46.949;638;662;I;PackageWatchdog;Not pruning observers, elapsed time: 0ms
04-21;20:11:46.950;638;662;I;PackageWatchdog;Saving observer state to file
04-21;20:11:46.950;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.950;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:46.953;638;638;I;ExplicitHealthCheckController;Explicit health check service is bound
04-21;20:11:46.966;638;638;I;PackageWatchdog;Syncing health check requests for packages: {}
04-21;20:11:46.966;638;638;I;ExplicitHealthCheckController;Service not ready to get health check supported packages. Binding...
04-21;20:11:46.966;638;638;I;ExplicitHealthCheckController;Not binding to service, service already connecting
